"is_char","char_type","next_word","text"
True,"villain","wizard","so the assistant after a nice haul tony would feel so good pages of the no about zemo he would go back to q street card , which he and in the darkened room he would slip the in the floor und wizard fifty , or maybe a hundred , depending then would pul on how good he felt great toe . zemo would roll the money very small and zemo cautiou slip it under his robes into a secret pocket the lighted cryst next he would turn a little noiseless switch national bank that caused a fain light to glow in the crystal a . m . few cus ball in front of him on the floor looking in wooden drawer tently into the ball a few minutes , zemo would vault which is say very solemnly , "" truly your luck has come time - lock on v i see a great future for you , my friend ! yes , fortified with indeed a great future ! dim the light of then tony might think it would be a good reat satisfactiof idea to get a question in for free . he would national bank say , perhaps , "" l have been thinking of a gray an assistant ! th house on the corner of main street and the the bank then a boulevard , great one ! on hand . the m drawers under lf zemo ' s assistant had not left for the day the"
True,"hero","night","good pages of the notebook and write on another treet card , which he would slip through the crack o the in the floor under zemo ' s robes . the assistant ding then would pull a cord attached to zemo ' s great toe and zemo cautiously would place the card near cket . the lighted crystal and read , perhaps : eight witch national bank . one teller on hand at 11 : 00 ystal a . m . few customers then . cash kept in g in - wooden drawers under the counter and in ould vault which is never locked in the daytime . ome ! time - lock on vault at"
True,"hero","hand","ound it , tony the robes or the great one and a splintering ked hard . the pain ran from tony ' s gun hand to his elbow the road and and the gun clattered harmlessly to the floor . posite curbing . even as tony gripped his wounded"
True,"hero","blue","was picnic for mike and joan bru7 rain to dan garrett rrookie cop , who is also"
True,"hero","blue","drop the dame : it s the"
True,"hero","champ","just the thing ! i used to be a"
True,"hero","clown","death serenade the paantom lady in an aria of terror during the opera that starreo the killer"
True,"hero","billy","but i wanted to hear that hill -"
True,"hero","clown","pity a poor sad"
True,"hero","night","i ' m going to attend every"
True,"hero","hand","tic clips and 1 easy - to - follow"
True,"hero","death","hold tight ! got to swing between these trees and get away from here before we burn to"
True,"hero","flame","no ... i won ' t forget and i won ' t leave , either you ll taste my"
True,"hero","rulah","this stuff is like tinder ! it ' s the biggest hot foot"
True,"hero","rulah","well camp right here ! no need to fear"
True,"hero","rulah","none shall hear this small animal ,"
True,"hero","rulah","tombo ! i thought you and"
True,"hero","rulah","we surrender to you , white goddess ! never again will we listen to other council than yours ,"
True,"hero","death","game 13 rule lawy no proves grim"
True,"hero","blade","wah he goes for tanee , and my"
True,"hero","death","even though it may cost me my"
True,"hero","death","but the ape aay for violent"
True,"hero","clock","wouldn ' t have over six bits in your till , anyway he was i swapped it for a radio the other night and it the wif ought to be worth about eight bucks any day of girls what do you say ? night , b the tavern keeper looked closely at the coming weapon it was a 38 smith and wesson re of find olver and might come in handy in the neigh evening if someone tried a stickup . but the keeper was a shrewd business man he didn ' t i do fo in paying the first price asked "" a p give you five bucks ,"" he sard was im l can get more than that by using the gun gnawin another way , laughed king without waiting fit or the tavern keeper to answer , the youth the gun into his pocket and walked out pleased nto the night the outside the wind whipped his face king and kir and shivered his throat was raw from was the drinking earlier in the day and now the cold the won ness accentuated the thirst that was gnawing the two at his upsides the"
True,"hero","night","wouldn ' t have over six bits in your till , anyway he was i swapped it for a radio the other night and it the wif ought to be worth about eight bucks any day of girls what do you say ? night , b the tavern keeper looked closely at the coming weapon it was a 38 smith and wesson re of find olver and might come in handy in the neigh evening if someone tried a stickup . but the keeper was a shrewd business man he didn ' t i do fo in paying the first price asked "" a p give you five bucks ,"" he sard was im l can get more than that by using the gun gnawin another way , laughed king without waiting fit or the tavern keeper to answer , the youth the gun into his pocket and walked out pleased nto the"
True,"hero","night","the patien nto the"
True,"hero","blue","oor mike just wanted to show off a bit ... but he started a fracas which jailed him , put a lot of in coffins and gave the"
True,"hero","blue","every crook in town will try to work these vets be7"
True,"hero","blue","every crook in work these vets bet"
True,"hero","blue","that was no stage money"
True,"hero","blue","and this gives me the chance need to become the"
True,"hero","blue","youre in the clear mirre"
True,"hero","heap","not much , thanks to my black ra causing them to o ? crash ! there ' s a certain cane in that junk"
True,"hero","blue",""" the biting god in death drums of dumballi !"" phantom ladyin swindling eye !"""
True,"hero","death","rulah encountered an old companion , new friends and"
True,"hero","death","saber you black rascal you scared me half to"
True,"hero","hand","and at that very moment death takes a"
True,"hero","death","it will be more"
True,"hero","death","it will be more than"
True,"hero","rulah","can ' t stop them"
True,"hero","rulah","i ... c ... can ' t stop them ,"
True,"hero","rulah","so intent on the blo"
True,"hero","rulah","hurry ? those teeth are moving down ,"
True,"hero","death","eath and terror , those grue some twins , stalk jo - jo ' s jungle forcing hin to still forever the"
True,"hero","death","our drums speak only of"
True,"hero","shield","you make a fine"
True,"hero","death","well ?"" said clayburn . the disease had run "" they ' ll trade this time . and at my terms out of its own accord and the dying , appalling mordine replied . "" do you know why ?"" as it had been , had stopped now clayburn merely stared , unable to compre tsant sa being full gold , coming now qu hend , even now that he was facing the hardest quick struggle of his career , a fight against"
True,"hero","blue","thugs so 17 was a picnic inoa for the"
True,"hero","blue","k you for calling me"
True,"hero","blue","this excursion ill be a a cation for the"
True,"hero","blue","o dan alias the"
True,"hero","face","now you can yell your"
True,"hero","blue","huh ? always something : and rather have anything ... but the"
True,"hero","blue","don ' t you want a lift"
True,"hero","face","what a expression on dans"
True,"hero","target","sportsman jr , air pistol shoots all three regular bb ' s metal pellets or steel darts , it has a great used of uses from ordinary target work to hitting fall -- this ein will can orer again . summer or winter . or your ever faithful companion . pist ruggedly built full sike gin , modeled after eamoun"
True,"hero","dart","indoors outdears shoots regular bb hard hitting pellets & steel"
True,"hero","target","metal pellets or steel e - regular "" bb ' s ty of uses from ordinary target work to hitting fall - this gun win be again , or mpanion site gun , modeled aher famous"
True,"hero","death","the legend of an albino frightened an entire village af the real reason , for fear was deeper than that and she had to think fast to out wit the merchant of poisonous doom in the adventure of the white"
True,"hero","panther","the natives of rulah ' s kraal witness a strange sight , saber . rulah ' s pet"
True,"hero","nemesis","there now ! you ree rulah ' s darling ! tell me what scared you , handsome one what take your"
True,"hero","rulah","saber was too frightenedto take"
True,"hero","death","fangs ! nor do i have a weapon as the jungle hunters use ! just the touch of my hand is a"
True,"hero","death","it is done ! you turn as white asiam and your howl becomes a moan ! you sink to the ground and soon ... very soon you will know the mystery"
True,"hero","death","one ! you turn as siam and your ecomes a moan ! k to the ground n ... very soon you ow the mystery"
True,"hero","terror","but k knows only saber"
True,"hero","hand","but there is danger ... danger beyond the comprehension of a jungle maiden and it is right at"
True,"hero","rulah","th this knowledge that the legend a colorless one is alive and real i gan gain great power even power beyond that of"
True,"hero","death","the albino who delivers"
True,"hero","death","seizing rulah the hairy one swings her over his head , round and round gaining momentum . his battle cry echoing through out the forest he is intent on"
True,"hero","death","no he will not kill me ! a dead ape cannot kill ! t is l who condemns ! no death can strike me for"
True,"hero","death","and i ' ll be dead too , if i don ' t get out of here ! how cani fight someone whose touch is"
True,"hero","rulah","do not give in so easily my poor people , you see ,"
True,"hero","face","i ' ve got to hold"
True,"hero","rulah","we don ' t want a duel . we want"
True,"hero","rulah","here i am , natives of rulah ' s village ! you wish to see my powers for yourself ? then call upon"
True,"hero","death","beware , rulah ! his touch ai is"
True,"hero","death","/ fear no more , my pet ! they are gone even his accompl didn ' t know what gave him the horrible power of"
True,"hero","death","tired but valiant jungle monarch was near"
True,"hero","death","shady craft what glary what reward is violent"
True,"hero","shark","brother here comes trouble !"
True,"hero","target","i got my orders chum , and you re on the receiving end now why don ' t you just make like a"
True,"hero","death","hate to speeo , but this is life and"
True,"hero","hand","dont worry , ill give you a helping"
True,"hero","face","s the cloud of dust billowed up on the hill - charlie started to rise from his chair , bu side , charlie coogan stood up and watched stranger stepped toward him quickly , and pu t . he shaded his eyes with a leathery , wrinkled him back . hand . his eyes squinced into the sun , the ski "" take it easy , crazy charlie the man sa drawing away from around his mouth and dis - a grating voice , all evidence of his smile losing two rows of toothless gums . ishing , "" i ' ll let ya get up when ya agree t ' the rider off in the distance seemed to know over that dough !"" the countryside , the way he steered his horse in charlie squinted at the young fellow , an and out between the outcropping rocks and cac leathery"
True,"hero","judge","s the cloud of dust billowed up on the hill - charlie started to rise from his chair , bu side , charlie coogan stood up and watched stranger stepped toward him quickly , and pu t . he shaded his eyes with a leathery , wrinkled him back . hand . his eyes squinced into the sun , the ski "" take it easy , crazy charlie the man sa drawing away from around his mouth and dis - a grating voice , all evidence of his smile losing two rows of toothless gums . ishing , "" i ' ll let ya get up when ya agree t ' the rider off in the distance seemed to know over that dough !"" the countryside , the way he steered his horse in charlie squinted at the young fellow , an and out between the outcropping rocks and cac leathery face creased as his mouth opened tus . half - way up the hill he reined in his horse toothless smile . and looked off toward charlie ' s house . then fie "" that money ain ' t gonna do ya no goo dug his spurs into his horse ' s flanks , and they young bushwacker ,"" charlie said . "" it ' s just galloped off toward the ramshackle house in a o ' paper i been carryin ' around with me ever shower of dust . th civil war days an ' it ain ' t never helpe in a few minutes horse and rider rode into out , so how ' s it gonna help you what passed for charlie ' s front yard . the rider the stranger ' s hand went to his gun - ho dis mounted , and charlie , who had resumed his and in a moment he had his six - shooter poi seat in a broken - down old straight back chair on at charlie ' s head . the porch , watched the man approaching him . the rider took his hat off his head , wiped the per better let me be th"
True,"hero","hand","what passed for charlie ' s front yard . the rider the stranger ' s"
True,"hero","judge","in a broken down old suangn at charlie ' s head . porch , watched the man approaching him . rider took his hat off his head , wiped the per better let me be th"
True,"hero","voice","head several times . "" reckon that ' s me les guilis sul that ya go nger !"" he said in his high , cracked"
True,"hero","gunsmoke","ke a pile of blankets and faced the younger at the old man , the stranger gathered in sticking the roll into his pocket . who set on a raised bo contraption . he turned to where charlie was lying , the old an , his mouth still wide in a grin . "" fer th last time i tell ya this dough ain ' t stopped breathing , and his head res onna help ya none , young feller ! i got it at pool of blood . th il - end o ' th civil war by joining up with a the stranger raced for his horse , ar oupla other thugs we stuck up plenny o for town as fast as possible . he reined u roken down plantations blow th mason - dixon of the"
True,"hero","voice","the stranger . as the stranger was pushed thr "" this stuff ain ' t no good , ya fool !"" he blurted doors , his hands raised high over out in his high , cracked"
True,"hero","frankenstein","seryone knows th horror - filled tate of"
True,"hero","terror","seryone knows th horror - filled tate of frankenstein , but . tnrt was pl fancy ... was staln , s fancy ... was it also a - legend the told about the jungle"
True,"hero","brain","it is amazing ! some weird one planted the"
True,"hero","brain","she has died ! it is best this way , for she would have known great suffering housing another ' s"
True,"hero","butterfly","eskeleton in a few minutes ! arsmeating satofamarajo ! n the gloomy caves or these night prowlers make or central america lives their homes in hollow tree this frog is built somethins an bullfrog . with broad head from which , sometimes . ng eyes and burly bodies they are driven by a needle tootheo little smoke and nd caught in"
True,"hero","face","cse ] all the bullets were fired from the front case mallof the boards excepts and @ which came from the back ( notice the splinters on them ) the last two were just put there to make it harder 0 - is too large to be a bullet - hole and ois just a wooden knot hole !"
True,"hero","jack","jeha no money ! send no money to get thin mar - velour tulip bulb bargain ! just eheek which offers you desire and rush order today ! your tulip bulbassortment with extra dutch irin bulbs will be sent you immediately in plenty of time for fall planting . when postman brings your packnge just pay anount as checked in coupon plus co . d . postage . if you remit with order , we ' ll pay postage . if you don ' t feel that you have hit the bargain"
True,"hero","voice","when rulah , jungle goddess , hears a beautiful"
True,"hero","voice","if it were not for my great"
True,"hero","lucky","you fool , do you want someone to catch me in here ? you do not realize how"
True,"hero","toreador","r ... am your lo ... lover ..."
True,"hero","voice","on i don ' t understand what ' s happened to my"
True,"hero","voice","rulah ... rulah ... some strange"
True,"hero","voice","there is a beautiful"
True,"hero","voice","tlola this is the"
True,"hero","death","the songs i sing are for you - to your beauty your life , your"
True,"hero","rulah","never have i heard sugh sing - ing before ... it is strange and with much grace i would love you , oh minstrel , but for"
True,"hero","death","i told you so , i told you so in life we come , in"
True,"hero","rulah","gods ! perhaps she was ill of heart and died when being stricken ! a"
True,"hero","panther","the natives cannot see any mfeasible reason for the young girl ' s death . their beliefs and superstitions are such that they do not know what to do i when a problem confronts v but not so with saber , s them ... rulah ' s pet"
True,"hero","death","the natives cannot see any feasible reason for the young girl ' s"
True,"hero","rulah","the natives cannot see any feasible reason for the young girl ' s death . their beliefs and superstitions are such that they do not know what to do when a problem confronts but not so with saber them"
True,"hero","rulah","saber slinks into the y jungle after being rep rimanded by rulah and he knows he is right so is even more remorseful ... perhaps"
True,"hero","rulah","meanwhile an old friend of the wandering minstrel wend her way through the jungle toward"
True,"hero","rulah","i ve got to get to the villag and see this"
True,"hero","brain","in the battle keener"
True,"hero","panther","good heavens ! first it ' s a snake and now it ' s a"
True,"hero","death","in the battle of the beasts t is the keener brain which survives and while the python has the strength of io horse : he is intent only on food , while saber uses his wits to bring swift and sure"
True,"hero","panther","this is a break for me because i couldn ' t that snake without my rifle , but wait ! seems to know i have a gun and is becko follow him or something could it be really tried to save my life . seems to commissioner mentioned something about rulah havin a"
True,"hero","rulah","good thing i didn ' t pull the trigger i would have really been a fool but now to see"
True,"hero","rulah","the blagk beast again this time shall take no chances , i got to get away in a hurry ..."
True,"hero","death","thanks , honey ... and if it is any consola tion , i ' ll seek that character out and avenge your"
True,"hero","rulah","the string of horror is never plucked for"
True,"hero","death","it was your swiftness that saved your life , saber , and if had been swifter in realizing how the minstrel killed his victims we could have avoided another death ... but maybe i can make it up to you one day , my jungle friend . and now i ' ll take care of you until your leg is healed ... the evil minstrel met"
True,"hero","night","ng calm ! phantom lady mas never expected to visit this ancient hermit kingdom , but when the president asked senator knight to undertake a special mission , sandra went along . at first she thought it was just for the ride but it soon turned out that morning or"
True,"hero","blade","so condemned flinch ate before a"
True,"hero","face","and i ' ve got a little something for you , too ! just show that ugly"
True,"hero","brain","now isn ' t that nice of you to remember all about me try relaxing that busy"
True,"hero","death","even jo - jo , great as he is dared to defy who , after defeat or sway the will of that dread spectre ! but congo king , even on the very brink of"
True,"hero","death","ho ! now our queen thinks she is"
True,"hero","death","smelled a trick a fighting to hurl"
True,"hero","death","waa - soon i the village of will be surpri"
True,"hero","death","it is true jo - jo . death comes soon to visit your kraal . if there is not a great ceremony"
True,"hero","death","and it is very nd - strange that i should have to save a messenger of death !"
True,"hero","death","in every kraal one must die so there will be no doubting that i am really"
True,"hero","death","die quickly maiden : that fox shall see what hi commands mean to"
True,"hero","death","i come no closer to you ,"
True,"hero","death","hasten bind the scaly one to a branch of this tree ! then it will be powerless and we can extract much venom from the fangs but none must see less they discover the secret of my"
True,"hero","death","much i did not know before ! this one who calls herself"
True,"hero","sorcerer","there is one called mano an old"
True,"hero","sorcerer","now i add juice of the zyti tree to the poison of the one and the potion will be ready for my i hope the old"
True,"hero","princess","works to p against the death"
True,"hero","princess","gaa -- what foul taste the potion has ! but not yet do i die and if it works to protect me against the death"
True,"hero","fate","or the princ for"
True,"hero","fate","or the death princess waits for me : i ask"
True,"hero","death","so you again decide to defy"
True,"hero","death","aieee - if you are indeed"
True,"hero","death","all wll see ! your pierces my shoulder not die . your reign"
True,"hero","unknown","his earliest pays little larry benson was almost continually at the mercy of the stronger boys in his neighborhood . anp in order to hold his head aloft despite the fact that he was at an alarming size disadvantage this shrewd little guy relied on a skill almost"
True,"hero","brain","corner that had better watch out ... cause watch f va don ' t i ' ll"
True,"hero","hand","haw haw lookit all the muscle men who thought they were gonna bven up the scorb with larrv benson why don ' t you muggs wise up , even if you werr strong enough to rassle a gorilla ya still wouldn ' t be a match fer a guy with a dead - eve . and a quick"
True,"hero","lucky","what i should do is cut ner gizzard into little pieces ... to match the si2 . e of yer brain but yer"
True,"hero","target","that just about does it e haven ' t missed the"
True,"hero","unknown","and there wasn ' t any trouble except for the mobsters who crossed the boss reed mob and found themselves facing the deadly larry benson across the barrel of his smoking automatic ! just how many men he killed 13"
True,"hero","death","ost of the mob9 ters in town were reading those same newspaper headlines , and they came to respect anc fear bull ' s eye benson : for an angry glance from the little man might very well result in instantaneous"
True,"hero","night","take 16 pictures at expense moil coupon and send comera to gether with two nationally 16 picture bulbs , plus a roll no . 127 film . deposit plus co . d . postage through postman on arrival . keep comara 10 days . take e two hash pictures indoors or at night doors , have your film developed and if you then aon ' t agree made the camera buy of a lifetime , return camera and we will not only $ 5 . 95 price of the camera but the developing cost as well ! the pictures are yours . . very comer a and isn tall and mee unconditionally vuaranteed perfect manufacturer . there ' s ' chanically nothing wear out , nething indoors a of picture taking , day dark e and outdoors , day or"
True,"hero","night","e two flash pictures ul ul and take the remaining and doors . have your film developed if you then aon ' t agree you ' ve made buy of a lifetime , return the camera refund not only camera and we will but the $ 5 . 95 price of the camere pictures developing cost as welll are yours every comer a and that isn ' t allieach and me . perfect chanically by the manufacturer , there to wear out , nething gal order . a picture taking , indoor . and day or"
True,"hero","shadow","where the big ones hi reel no special ba fish as far as 100 feet from shore ! no bo necessary . powerline does all the worl use any bait . easy to use . no"
True,"hero","hand","and ell cheer up - here ' s the back support you may need ! if so , you ' re going to feel better - fast ! and to convince yourself we ask to try the 10 bracing straighten strong , friendly"
True,"hero","jack","hat night at other ash ' s , oyd not only t a new nick ame , but also pair of part ers - jim bradly d"
True,"hero","target","eo ahead , copper . let ' s see how eood you are at hitting a moving"
True,"hero","fate","bur luck seemed to be guarding floyd ' s life . after his brush with death in ohio he ghosted into kansas city and holed up in an abandoned ware house that was used as a store house by a gang of bootleggers . a few weeks later , pretty boy was the victim of a little joke of"
True,"hero","death","but the law was wrong . floyd and bird well had escaped"
True,"hero","death","you two heard what i said either you two take the rap for that murder or . you get"
True,"hero","night","ut for me , see i din been here playin ' pool all"
True,"hero","mouthpiece","e drop dead copper ! i tell you i didnt do it i ain tsay - ing nothing else ! you ' ll eet the rest from my"
True,"hero","death","get in touch with tony musica and mike lagana you know what to tell em to say tell em they got two choices prison or"
True,"hero","death","brought up in the misery al squalor of new york s hell atchem jack leos "" diamoni came one of gangdom ' s mos less and vicious members . what seemed a charmed life blazed an evil career of cr could only end in one way .."
True,"hero","expressman","this is a cinch . jack gets the"
True,"hero","jack","im ! no use going after him that ' s the diamond kid . he ' s as fast as a"
True,"hero","face","imoonna mess up this pretty"
True,"hero","night","but those who had sworn to get him never gave up and one"
True,"hero","jack","thus ended the evil life of"
True,"hero","night","rm proud to know you video vic my wife and i saw you win aj last"
True,"hero","night","th the older man clutched his brow . 1 just th don ' t get iti the whole thing doesn ' t make sense to me . you arrive in this country and in d . less than a year straighten out a business that usa has been bled white , put it on a paying basis , nd ferret out the crook whose been systematically robbing it and then let him step in and kill in you . i repeat , i don ' t get it ! jim , you ' re out of your mind !"" aer hy jim smiled , "" maybe 1 am and maybe i ' m not . suppose we call it a day . we meet at dawn be and i ' d like to get a good"
True,"hero","ferret","svou re not actuany going through with the older man clutched it , are you ?"" asked the stoutish man with don ' t get itl the whole a worried look sense to me . you arrive in what else can i do ? replied the lean , hand less than a year straighten ome man sitting across from him in the bus has been bled white , put i ling restaurant . "" i have been challenged and"
True,"hero","death","now the seconds were returning . the open x lay two deadly emissaries of"
True,"hero","lightning","now the seconds were returning . the open x lay two deadly emissaries of death . one of em was ready with its leaden messenger . hich was which ? silently the box was held out to the waiting en . their eyes met across its top . impulsively m reached within and picked up one of the ans . the count , every nerve taut took the her one . one them was to never leave the eld alive . who was it to be ? the strain showed . on the faces of the sec - mds as the men turned and stood back to back . he doctor , standing to one side , grip his ag grimly , his hands shaking . now the seconds stepped back beside him nd one of them lifted his hand gentlemen , are you ready ?"" he said , his quivering in spite of himself . the two nodded and the man dropped his and , with one accord the men stepped forward . s though actuated by the same spring , they ook a second step , then the third . the fateful moment was at hand . like forked"
True,"hero","lightning","the two nodded and the man dropped his e rang out band . terms and with one accord the men stepped forward . remind the as though actuated by the same spring , they an if we had took a second step , then the third . the fateful the count moment was at hand . of guns , yet like forked"
True,"hero","lucky","( out of the fog - shrol ded night they came - shadowy figures whose presence spelled - m - u - r - d - e - r ! who were - they ? from w , here did thevcome ? these were the qu stions which faced"
True,"hero","lucky","ill bet the same gang of rats we ve been after for more than a year shot hogan ,"
True,"hero","death","he sure didnt take long to get aquainted ! that red ! wimmen ll be the"
True,"hero","lucky","the old warhorse ! i was gettin ' tired of her nagging ! from here on in ,"
True,"hero","lucky","but it proves unnecessary to talk red into it for when"
True,"hero","lucky","e were takin over ll pier 3 on the west river !"
True,"hero","lucky","i gotta get out of here , and scotch"
True,"hero","lucky","m a to take it , easy , kid , it ' s no use ! matty ' s slugs smashed me up in side ! better this way ."
True,"hero","night","ive done a good b , lucky ! come may from here you ' ll forget this"
True,"hero","clock","lifetime guaranteed ! ( exclusive of parts ). fine iewelled cimier sport watch . precision and stop watch combination . rugged movement in chrome case with stainless steel back . leather strapped . anti magnetic . sweep second hand . 2 extra dials"
True,"hero","clock","p mier n and rugged e with eather sweep"
True,"hero","rainbow","horseshoe done in nor a lucky elegant gold , or the i love you heart in iridescent pink ? or maybe the cute silver miniature bag or the emerald elephant or the brass saxophone would suit you for that big date . or why not or 20 or these dainty charms all hanging from your bracelet at the same time ? after all , you will have one hundred charms to choose from and the price for all is only 1 penny each ! so don ' t delay a moment . rush the coupon with your dollar and you will get this chest of gorgeous vacuum - plated charms in every finish the"
True,"hero","night","again ... oh how could he just go away without saying any thing like a a thief in the"
True,"hero","question","1 want to ask a"
True,"hero","dreamer","a no you listen and ill explain ! my father was a"
True,"hero","voice","3 . 20 wallet size candid shots . 4 . his life story . 5 . membership card . when you are a registered member of these two great fan"
True,"hero","clock","for the first time in my life i ' m thankful for emma hilliard ' s rigid habits for it ' s only nine o '"
True,"hero","brain","slowly the words sank throuc my"
True,"hero","death","it ' s ten it ' s ten after six and emma alliard is already far on the mountain ville road ! i ' ve got to warn her or she will drive straight to her"
True,"hero","indian","baby dolls cowboy more . bols costume clown dolls many"
True,"hero","raven","you heard what the lady said ,"
True,"hero","raven","ill try it once more ,"
True,"hero","puppeteer","remember when you press these keys marked especially for they play the notes which change alan hale into the"
True,"hero","juggernaut","if you can ' t get over it , or away from this"
True,"hero","puppeteer","m never to or get what he owes the"
True,"hero","judge","don ' t give up the good fight"
True,"hero","puppeteer","step on it raven , hit those keys so i can become the"
True,"hero","hand","the judge but why does he have my puppet in his"
True,"hero","judge","i heard voices ... r came p and saw him bending wer the"
True,"hero","puppeteer","where is the raven i ' ve got to become"
True,"hero","judge","face is not mine it came from a surgeon i m really . smoke smith , the killer"
True,"hero","raven","let me have it the"
True,"hero","puppeteer","st tell i know the"
True,"hero","titan","bill must be in on these loot - ngs see"
True,"hero","titan","what do you make of it"
True,"hero","titan","the gang is getting a beating but how long can"
True,"hero","midnight","and then to wards"
True,"hero","blade","as executed wow mae caarge of treasont when he mounted the scaffold to be executed he asked the headsman to show him the axe ooo testing the edge with finger and smiling , raleigh the"
True,"hero","champ","punks -- i can lick the"
True,"villain","mask","decide new fight sensation mysterious contender rr heavyweight crown member of prominent upper socie t ! fights incognito to replenish the family fortune wears"
True,"hero","question","please blimp - no remarks an don ' t call me hogan ---- my name is kid"
True,"hero","question","sure sure he can hi but seldom - kid , dis is ya last second run fight before , de championship just to introduc kid"
True,"hero","question","gust a minute , folks -- i can ' t go on with this farce i ' m no society pugilist an ' my name is one round hogan . not kid"
True,"hero","london","stop ! halt ! cease deskst1 ima scotland yard man these men are wanted in"
True,"hero","rocket","just a little more work on this gadget and till have a first - class"
True,"hero","heap","look ' s like pop ' s in the scrap"
True,"hero","shape","thats right th on u ia leave of absence n . while i get back in"
True,"hero","night","franke ithoughtyou were ayaa00 vmen you said you paed up the radio beam , but heard thyself last"
True,"hero","night","fellows , something powerful queer is goin ' on the mal carrier just tod r he another plane was lost last"
True,"hero","night","its number six the ship that took of last"
True,"hero","hood","the cahesoon olprac motorboat hanfac and red srpat noth ing to get"
True,"hero","comet","t art of it - they were taukung about the com et and burke gaye a little camera to dhko him to get a of shots g the"
True,"hero","comet","linan roese wece the"
True,"hero","comet","so when hearc they meant barn the"
True,"hero","night","of all the ungrateful good"
True,"hero","titan","technically we should regard you as enemies to"
True,"hero","unknown","we wll visit our drector of r science the process of in - visibut is not"
True,"hero","night","usten m having bot ofyou brought to hy office ror vaccination we can talk there tonghts the big"
True,"hero","night","couldn ' t sleep felt jumpy all"
True,"hero","avenger","red '' robbins one man"
True,"hero","face","ed robbins with a deep feeling for justice his heart crashes thru and aaeets the scum the earth face to"
True,"hero","night","mr . thomas arden , a private gentleman , living at aversham , in kent , is described in a rare and curious count of his murder in 15el as being "" a tall and comel erson , and marry ' d to a gentlewoman , who was also tal oung , well shap ' d , and every way handsome . unfortu ately , however , mrs . alice arden would appear to have onceived a disastrous infatuation for one mosbie , "" a black warthy fellow ,"" a faversham tailor , in order to marry whom desired to remove her husband , and procured a poison for at purpose . this first attempt on hard - to - slay arden ' s life having iled on account of the inefficiency of the poison , she made bargain with one green , with whom arden had quarrel , to procure an assassin , and one was easily found the person of a certain black will , "" a terrible and cruel affian , who , armed with a sword and buckler ,"" was doing little footpad business on gad ' s hill , and who a friend of reen ' s , named bradshaw , told him had committed several obberies and murders in the neighbourhood of boulogne . next day green pointed out sguire arden and his man - rvant , michael , to black will in st . paul ' s churchyard ondon , where the ruffian proposed at once killing both reen , however , assured him that michael was in the plot nd as the squire had friends with him , the deed was post - oned until"
True,"hero","face","fearing after all repeated keep his word murder him too he might and locked all up safe , and afterwards , when questioned by green swore the squire did it himself . as next night arden propose returning home , it was therefore agreed that black will should waylay and murder him on rainham down ; but michael again funking the business , secretly lamed his own horse , and let his master ride on alone to be slaughtered . as luck would have it however , the squire was overtaken by feveral gentlemen of his acquaintance , and so the assassin failed here also to accomplish his bloody design ."" an arrangement was next made by mrs . arden and green for will to murder arden at brown close , but here the would - be mur - derer missed his way , and the intended victim passed the ambush unharmed . at length , then , it was resolved to kill arden in nis own house , and will was concealed in a cupboard in the parlour for that purpose one sunday night , and while the squire and mosbie were playing at backgammon , he stole out behind the doomed man and half strangled him with a towel , whilst mosbie struck him on the head with a heavy iron . will also gashed him across the"
True,"hero","alice","in his nightgown , and with his sippers on , the account says though without stating why . throughout the entertainment the wife had been continually expressing her wonder when her husband would return , and before the body was removed , as had also been the case while the murder was being committed , all the servants except michael and a maid had been dispatched right and left in search of him , or on other errands at length , at day break , it seems , the mayor and other civic authorities came upon the scene and found the body , a long , tell - tale rush or from the floor actually to too , were found in the snow leading from the spot where the body to the house , and a blood - stained knife and cloth , confronted wit which the guilty woman cried out , oh , the blood of god , help ! for this blood have i shed ."" all was over after this . the grim chronicle tells us that "" michael was hanged in chains at faversham , and one of the maid - servants burnt there ; mosbie and his sister were hanged at smithfield green was hanged in chains near faversham mrs ."
True,"hero","jack","boscis hard down on the envelope , under the impression that he was fastening it with a double - barrel led stick of the best red seal - ing wax there is an old tale about a german and an englishman . when they met the german had experience and the englishman had money , but at the end of twelve months the englishman had the experience and the german had the money . we have just heard another version of that - a rich dude and a pretty girl when met the dude had the money and the girl had the beauty , but at the end of twelve months the pretty girl had both i waited for her in the wood i listened how the leaves did rustle ! i heard her step - 1 ' m sure i could i knew her oscillating bustle i knew that waggin ' to and fro , that graceful , charmin ' oscillation but you weren ' t there -- though , don ' t cher know it was a charmin ' situation the winter moon shone on the land the thrushes sang in many ditches i bent to kiss her lily hand , and - busted such a lot of stitches the other day two old friends , who had not seen one another for some time , met accidentally in an omnibus , and after a number of queries , one inquired of the other , "" and how is poor old"
True,"hero","night","blessed ile of patmos light on your several ' eds ."" he had ' em there . four of the sloper family went out singing carols , the other night - we won ' t mention their names for next day a called on mrs . sloper , and said , what a good quartette that was of your folks last"
True,"hero","london","please pack carefully , and address taturs the sloperies ,"" 99 shoe lane ,"
True,"hero","london","the sloperies , 99 shoe lane ,"
True,"hero","london","cut out and fiu in the label printed below , and post it to : the "" sloper "" watch department , the stoperies 99 shoe lane ."
