Name
"2 Face Man"
"Abdul the Arab"
"Space Rovers"
"Space Smith"
"Space-Busters"
"Spacehawk"
"Spade of the Secret Service"
"Sparkler"
"Sparkman"
"Spartacus"
"Special Agent No. 1"
"Special Nurse"
"Spectro"
"Speed Centaur"
"Spence Stark"
"Spencer Spook"
"Spencer Steel"
"Sphinx"
"Spider"
"Spider Queen"
"Spider Widow"
"Spider Woman"
"Spirit Man"
"Spirit of '76"
"Spitfire"
"Spitfire Sanders"
"Spook Hunters"
"Spookman"
"Spotted Girl"
"Spring Heeled Jack"
"Spring the Beauty"
"Sprocket Man"
"Spurs Jackson"
"Spurt Hammond"
"Spy Smasher"
"Star Pirate"
"Star-Spangles Branner"
"Stardust the Super Wizard"
"Starlight"
"Starman"
"Steel Fist"
"Steel Shark"
"Steel Sterling"
"Stella"
"Steve Battle"
"Steve Raymond"
"Stingy Jack"
"Strange Twins"
"Streak Chandler"
"Strongman"
"Stuart Taylor"
"Stuntman"
"Sub Sanders"
"Sub-Mariner"
"Sub-Zero"
"Super Ann"
"Super Baby"
"Super Commando"
"Super Green Beret"
"Super Rabbit"
"Super Spy"
"Super-American"
"Super-Brat"
"Supermouse"
"Supertrans"
"Swanhild"
"Swift Elk"
"Swiftarrow"
"Swing Sisson"
"Swoop Smith"
"Sword"
"Sâr Dubnotal"
"T.H.U.N.D.E.R. Agents"
"T.N.T."
"TNT Todd"
"Tabu"
"Taj of the Elephants"
"Talamassa"
"Talia"
"Tamor"
"Tang the Wonder Horse & Buddy"
"Tangi"
"Tank Man"
"Tara"
"Target"
"Tarzan"
"Tate"
"Ted Harper"
"Ted Parrish"
"Telo the Mental Wizard"
"Terena of the Jungle"
"Terror"
"Terry Kane"
"Texas Ranger"
"Texas Terror"
"Thesson, Son of the Gods"
"Thom McAn"
"Thomas Hutter"
"Thor"
"Three Army Surgeons"
"Three Bears"
"Three Billy Goats Gruff"
"Three Cheers"
"Three Little Pigs"
"Three Musketeers"
"Thrill Hunter"
"Thumbelina"
"Thun'Da"
"Thun-Dohr"
"Thunderbolt"
"Thunderbrand"
"Thunderfist"
"Tiger Girl"
"Tiger Hart"
"Tiger Man"
"Tiger Shane"
"Tik-Tok"
"Time Traveler"
"Timothy Tinpot, Boy Quixote"
"Tin Woodman"
"Tiniest Man"
"Tintin"
"Titan"
"Tom Brent"
"Tom Corbett, Space Cadet"
"Tom Graves, Trespasser in Time"
"Tom Redfield"
"Tom Sawyer"
"Tom Swift"
"Tom Thumb"
"Tom and Jerry"
"Tom the Piper's Son"
"Tomboy"
"Tommy Jordan"
"Tommy Tomahawk"
"Tommy Tucker"
"Tomoe Gozen"
"Toni Gayle"
"Tony Brand"
"Tooth Fairy"
"Top Bowers"
"Tophat"
"Topper"
"Torchy Brown"
"Toreador"
"Tornado Tim"
"Tornado Tom"
"Torpedo Man"
"Tough Guy Trask"
"Tracy Dixon"
"Trapper Duke"
"Trashman"
"Treasure Keeper"
"Trick Merlin"
"Triggers"
"Triple Terror"
"Trot"
"Trusty John"
"Tugboat Tessie & Melody"
"Tulpa of Tsang"
"Tumbler"
"Twelve Olympians"
"Twilight"
"Twister"
"Two-Gun Lil"
"Ty-Gor"
"Tygra"
"Typhon"
"Typhoon Tyler"
"Typhoon Tyson"
"Tyro Team"
"U.N.D.E.R.S.E.A. Agent"
"U.S. Jones"
"U.S. Royal"
"Ubirajara"
"Ugly Duchess"
"Ultus the Avenger"
"Uncle Giveaway"
"Uncle Sam"
"Undercover Man"
"Unholy 3"
"Unknown"
"Unknown Soldier"
"V-Man"
"Vagabond Prince"
"Val Tor"
"Vampire"
"Vampire's Daughter"
"Vapo-Man"
"Vasilisa the Beautiful"
"Veiled Avenger"
"Veiled Prophet"
"Ventrilo"
"Venus"
"Vic Jordan"
"Victor Vampire"
"Viking Carter"
"Violet Fairy"
"Voice"
"Voice, The Invisible Detective"
"Voltess"
"Volto from Mars"
"Volton"
"Vooda"
"Voodah"
"Voodini"
"Voodoo Doctor"
"Vulcan"
"Walt Worthington"
"Wambi"
"War Bird"
"War Eagle"
"War Nurse"
"Warlock"
"Wasp"
"Watabore"
"Weaver"
"Weber"
"Weekender"
"Wendy Darling"
"Werewolf Hunter"
"Whip"
"Whirlwind, The Blond Bomber"
"Whistler"
"White Indian"
"White King"
"White Mask"
"White Panther"
"White Princess of the Jungle"
"White Rider and Super Horse"
"White Rook"
"White Streak"
"White Wolf"
"Whiz"
"Whiz Wallace"
"Whiz Wilson"
"Wiggles the Wonderworm"
"Wild Bill Hickok"
"Wild Bunch"
"Wild Eagle"
"Wildfire"
"Wildfire Ned"
"Will O' The Wisp"
"Will Stutely"
"William Tell"
"Willie Winkie"
"Wilma West"
"Wilton of the West"
"Wing"
"Wing Lee, Boy Patriot"
"Wise Guy"
"Wizard"
"Wizard of Oz"
"Wolf Gal"
"Wolf Savage"
"Wolfblood"
"Woman in Red"
"Wonder Boy"
"Wonder Dog"
"Wonder Girl"
"Wonder Man"
"Wonderman"
"Woot the Wanderer"
"Wraith"
"Wun Cloo"
"Wyatt Earp"
"Wynken, Blynken, and Nod"
"X of the Underground"
"X, the Phantom Fed"
"X-5 Secret Agent"
"Yank & Doodle"
"Yank Wilson, Super Spy Q-4"
"Yank and Rebel"
"Yankee Boy"
"Yankee Doodle Jones"
"Yankee Eagle"
"Yankee Girl"
"Yankee Longago"
"Yarko the Great"
"Yasuke"
"Yeh-Shen"
"Yellow Fairy"
"Yellow Kid"
"Yellowjacket"
"Yellowjacket Jr."
"Yorke Norroy, Diplomatic Agent"
"Young Avenger"
"Young King Cole"
"Young Robin Hood"
"Yule Cat"
"Yule Lads"
"ZX-5"
"Zaan of the Jungle"
"Zago, Jungle Prince"
"Zambini"
"Zanzibar"
"Zardi the Eternal Man"
"Zaro"
"Zayn Al-Asnam"
"Zaza the Mystic"
"Zebra"
"Zero the Silent"
"Zero, Ghost Detective"
"Zezolla"
"Zhang Sanfeng"
"Zip-Jet"
"Zippo"
"Zixi of Ix"
"Zomba"
"Zor the Mighty"
"Zoro, The Mystery Man"
"Zorro"
"Zudo the Jungle Boy"
"Ériu"
"Ōgon Bat"
